OutputName,OutputType,OutputTier,basic_resource_list,basic_resource_quantity_list,max_daily_production,resource_list_length
Decoy CLASS8 T4,COUNTERMEASURES,4,"['Diamond', 'Hydrogen', 'Copper Ore', 'Carbon', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Silica', 'Lumanite', 'Fluorine Gas', 'Silicon Crystal', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Opal Fragments', 'Plasma Containment Minerals', 'Iridium Ore', 'Phase Shift Crystals', 'Rhodium Ore', 'Ochre Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Zirconium Ore', 'Lunar Echo Crystals', 'Black Opal', 'Palladium', 'Dysprosium', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Garnet Crystals', 'Titanium Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Iron Ore', 'Manganese Ore', 'Tenon Gas', 'Nitrogen', 'Amber Resin', 'Zinc Ore', 'Tin Ore', 'Lithium Ore', 'Osmium Ore', 'Rhenium Ore', 'Viscovite Crystals', 'Cinnabar Crystals', 'Glowstone Crystals', 'Beryllium Crystals', 'Topaz Crystals']","[3390888.0, 3656840.0, 6116896.0, 10769874.0, 17162215.0, 38105935.0, 5983920.0, 5983920.0, 33244000.0, 7853895.0, 2626276.0, 3124936.0, 4986009.0, 2443434.0, 97936824.0, 97737360.0, 297001896.0, 293212080.0, 9183655.0, 5817700.0, 45743744.0, 7064350.0, 88562016.0, 44679936.0, 63296576.0, 9507784.0, 44679936.0, 44679936.0, 7978560.0, 11593845.0, 4487940.0, 4072390.0, 8111536.0, 35637568.0, 6781776.0, 6399470.0, 21342648.0, 11103496.0, 13463820.0, 9723870.0, 2360324.0, 4321720.0, 3257912.0, 7446656.0, 2991960.0, 997320.0, 747990.0, 2393568.0, 1230028.0, 872655.0, 747990.0, 747990.0, 4413141.0, 3789816.0, 623325.0, 1121985.0, 3108314.0]",0.0312684162751086,57.0
Warming Plates CLASS8 T4,COUNTERMEASURES,4,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Copper Ore', 'Thermal Bloom Sediment', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Silicon Crystal', 'Opal Fragments', 'Plasma Containment Minerals', 'Iridium Ore', 'Phase Shift Crystals', 'Quantum Computational Substrate', 'Rhodium Ore', 'Ochre Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Zirconium Ore', 'Lunar Echo Crystals', 'Black Opal', 'Palladium', 'Dysprosium', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Living Metal Symbionts', 'Quantum Particle', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Garnet Crystals', 'Titanium Ore', 'Vanadium Ore', 'Abyssal Chromite', 'Boron Ore', 'Iron Ore', 'Manganese Ore', 'Carbon', 'Amber Resin', 'Zinc Ore', 'Tin Ore', 'Lithium Ore', 'Osmium Ore', 'Rhenium Ore', 'Viscovite Crystals', 'Cinnabar Crystals', 'Glowstone Crystals', 'Jasphorus Crystals', 'Beryllium Crystals', 'Biolumite', 'Topaz Crystals']","[2908640.0, 14810202.0, 7063810.0, 7927924.0, 5193750.0, 13319496.0, 4653960.0, 1551320.0, 75496704.0, 9183655.0, 5817700.0, 45743744.0, 7064350.0, 14835135.0, 88562016.0, 44679936.0, 63296576.0, 9507784.0, 44679936.0, 44679936.0, 7978560.0, 11593845.0, 4487940.0, 4072390.0, 5526815.0, 1213406.0, 1712066.0, 1820109.0, 72804360.0, 222202896.0, 218413080.0, 26802975.0, 24933000.0, 8111536.0, 35637568.0, 6781776.0, 6399470.0, 21342648.0, 13463820.0, 2360324.0, 4321720.0, 3257912.0, 7446656.0, 498660.0, 747990.0, 2393568.0, 1230028.0, 872655.0, 747990.0, 747990.0, 4413141.0, 3789816.0, 623325.0, 2991960.0, 1121985.0, 2991960.0, 3108314.0]",0.0312684162751086,57.0
Flare TTN T2,COUNTERMEASURES,2,"['Copper Ore', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Carbon', 'Hydrogen', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle', 'Abyssal Energy Crystals', 'Argon', 'Boron Ore', 'Glowstone Crystals', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Viscovite Crystals', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Aluminum Ore', 'Opal Fragments', 'Plasma Containment Minerals', 'Phase Shift Crystals', 'Ochre Ore', 'Silver Ore', 'Zirconium Ore', 'Lunar Echo Crystals', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Garnet Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Tenon Gas', 'Nitrogen', 'Amber Resin', 'Zinc Ore', 'Tin Ore', 'Lithium Ore', 'Osmium Ore', 'Rhenium Ore', 'Cinnabar Crystals', 'Beryllium Crystals', 'Topaz Crystals', 'Tantalum Ore', 'Diamond', 'Thermal Bloom Sediment', 'Thermoplastic Resin', 'Peridot Crystals', 'Strontium Crystals', 'Resonium Ore', 'Fusion Catalyst Deposits', 'Tritium Ore']","[29257094.0, 17315824.0, 6235818.0, 23604312.0, 59568696.0, 5739305.0, 2539185.0, 3064055.0, 78858612.0, 3103535.0, 10067540.0, 22822849.0, 3700942.0, 3278520.0, 19764297.0, 6921691.0, 328160.0, 5176192.0, 1349600.0, 10841292.0, 89376448.0, 5228958.0, 47442528.0, 48524448.0, 61635840.0, 5112611.0, 4708928.0, 6302296.0, 33921216.0, 5173336.0, 19344192.0, 6489735.0, 3536050.0, 5013918.0, 38594752.0, 9466352.0, 36420608.0, 6352815.0, 1290128.0, 2274748.0, 1802262.0, 72090480.0, 219630768.0, 216271440.0, 4604523.0, 16960608.0, 11871216.0, 7724430.0, 2884980.0, 945210.0, 6664000.0, 1115184.0, 1192842.0, 635040.0, 635040.0, 3926496.0, 1374982.0, 4702313.0, 732592.0, 177240.0, 8862000.0, 2215500.0, 877338.0, 1155014.0, 1624700.0, 192010.0, 59080.0]",0.0309834866390173,67.0
Heat CMD T4,MISSILES,4,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Carbon', 'Hydrogen', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Copper Ore', 'Thermal Bloom Sediment', 'Silicon Crystal', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Lumanite', 'Neodymium', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore', 'Vanadium Ore', 'Lithium Ore', 'Amber Resin', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Ochre Ore', 'Zirconium Ore']","[20122080.0, 67251456.0, 39951120.0, 3389360.0, 996336.0, 13087232.0, 4541712.0, 1220864.0, 9220656.0, 2344320.0, 32983608.0, 2930400.0, 976800.0, 586080.0, 7813632.0, 3125760.0, 7813632.0, 976800.0, 1367520.0, 1660560.0, 2442000.0, 2442000.0, 883956.0, 1714100.0, 732528.0, 29301120.0, 87903360.0, 87903360.0, 6922288.0, 4138608.0, 16945088.0, 33256128.0, 1269840.0, 976800.0, 390720.0, 1074480.0, 781440.0, 390720.0, 2246400.0, 527472.0, 4375520.0, 14942592.0, 1391712.0, 1245216.0, 585984.0, 4687872.0, 1171968.0, 4687872.0, 4687872.0]",0.0309119887206488,49.0
Fire Suppressor CAP T2,COUNTERMEASURES,2,"['Silicon Crystal', 'Thermal Regulator Stone', 'Radiant Dust', 'Carbon', 'Amber Resin', 'Nitrogen', 'Silica', 'Hydrogen', 'Diamond', 'Copper Ore', 'Lumanite', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Aluminum Ore', 'Arco', 'Opal Fragments', 'Plasma Containment Minerals', 'Iridium Ore', 'Phase Shift Crystals', 'Quantum Computational Substrate', 'Rhodium Ore', 'Ochre Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Zirconium Ore', 'Lunar Echo Crystals', 'Black Opal', 'Palladium', 'Dysprosium', 'Abyssal Energy Crystals', 'Quartz Crystals', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Living Metal Symbionts', 'Quantum Particle', 'Garnet Crystals']","[2060880.0, 166200.0, 249300.0, 15519756.0, 565080.0, 169524.0, 201102.0, 5660772.0, 678096.0, 23593752.0, 10138200.0, 7562100.0, 22810950.0, 7686750.0, 30747000.0, 47367000.0, 432120.0, 1728480.0, 432120.0, 14958000.0, 186975.0, 162045.0, 124650.0, 797760.0, 124650.0, 349020.0, 2207136.0, 1409376.0, 1808256.0, 252624.0, 1409376.0, 1409376.0, 211905.0, 324090.0, 74790.0, 87255.0, 87255.0, 31578.0, 47367.0, 1894680.0, 5684040.0, 5684040.0, 311625.0, 311625.0, 137115.0]",0.0303510723555381,45.0
Warp Drive L T4,SHIP_COMPONENTS,4,"['Lumanite', 'Carbon', 'Hydrogen', 'Quantum Particle', 'Nitrogen', 'Silica', 'Resonium Ore', 'Beryllium Crystals', 'Biolumite', 'Copper Ore', 'Silicon Crystal', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Tenon Gas', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Neodymium', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Cobalt Ore', 'Iridium Ore', 'Topaz Crystals']","[37284860.0, 62077370.0, 24023750.0, 82833890.0, 14491126.0, 11416086.0, 115314000.0, 29981640.0, 29981640.0, 51506920.0, 15375200.0, 12300160.0, 3075040.0, 12300160.0, 55350720.0, 12300160.0, 16143960.0, 18450240.0, 9993880.0, 7687600.0, 3075040.0, 4612560.0, 54120704.0, 54120704.0, 54120704.0, 54120704.0, 54120704.0, 18603992.0]",0.0300098876245999,28.0
Scanner Array L T3,SHIP_COMPONENTS,3,"['Silicon Crystal', 'Argon', 'Boron Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Germanium', 'Raw Chisenic', 'Opal Fragments', 'Topaz Crystals', 'Lunar Echo Crystals', 'Phase Shift Crystals']","[5859600.0, 4687680.0, 9375360.0, 23250736.0, 93002944.0, 23250736.0, 23250736.0, 23250736.0, 33798016.0, 3515760.0, 10547280.0, 4570410.0, 3515700.0, 4570410.0, 3515700.0]",0.0297753368156908,15.0
Scanner Array CMD T1,SHIP_COMPONENTS,1,"['Silicon Crystal', 'Argon', 'Boron Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Germanium', 'Raw Chisenic', 'Opal Fragments', 'Topaz Crystals', 'Lunar Echo Crystals', 'Phase Shift Crystals', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Platinum Ore', 'Gold Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Living Metal Symbionts', 'Biolumite', 'Jasphorus Crystals', 'Quantum Particle']","[4201800.0, 3361440.0, 6722880.0, 23261008.0, 93044032.0, 23261008.0, 28370336.0, 28370336.0, 35933576.0, 2521080.0, 7563240.0, 13109460.0, 10084200.0, 13109460.0, 10084200.0, 4537890.0, 32269440.0, 3025260.0, 16134720.0, 16134720.0, 16134720.0, 3529470.0, 5294205.0, 1764735.0, 8571570.0, 2268945.0, 2268945.0, 6302625.0]",0.0297621881052062,28.0
Mining Rig L T1,SHIP_COMPONENTS,1,"['Quartz Crystals', 'Silica', 'Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Carbon', 'Lumanite', 'Neodymium', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Silicon Crystal', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Tantalum Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Amber Resin', 'Ochre Ore', 'Zirconium Ore']","[1256384.0, 1443904.0, 1687680.0, 2179920.0, 33800480.0, 13267040.0, 10383920.0, 3305040.0, 1054800.0, 21752320.0, 14626560.0, 4875520.0, 28128000.0, 8532160.0, 34878720.0, 93384960.0, 7032000.0, 14064000.0, 31784640.0, 618816.0, 24752640.0, 74257920.0, 74257920.0, 25202688.0, 4237952.0, 25202688.0, 1875200.0, 2320560.0, 19352064.0, 1547040.0, 8250880.0, 1804880.0, 1804880.0, 3375360.0, 1687680.0, 750080.0, 562560.0, 281280.0, 2850304.0, 2850304.0]",0.0296818138498135,40.0
Gray Goo Burst L T5,SHIP_WEAPONS,5,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Aluminum Ore', 'Palladium', 'Tungsten Ore', 'Boron Ore', 'Tenon Gas']","[32025000.0, 18300000.0, 9150000.0, 38125000.0, 18185670.0, 15326250.0, 7625000.0, 7625000.0, 23351630.0, 5718780.0, 15250000.0, 62906520.0, 19062500.0, 5718750.0, 5718750.0, 3812500.0, 4289130.0, 4289130.0, 17156520.0, 17156520.0, 5718840.0, 17156520.0, 7625120.0, 8578260.0]",0.0296483283586012,24.0
Gray Goo Cannon L T5,SHIP_WEAPONS,5,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Nitrogen', 'Silica', 'Tantalum Ore', 'Neodymium', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Quantum Particle', 'Xenon', 'Methane', 'Sodium Crystals', 'Osmium Ore', 'Rhenium Ore', 'Silver Ore', 'Aluminum Ore', 'Palladium', 'Tungsten Ore', 'Boron Ore', 'Tenon Gas']","[32025000.0, 18300000.0, 9150000.0, 38125000.0, 18185670.0, 15326250.0, 7625000.0, 7625000.0, 23351630.0, 5718780.0, 15250000.0, 62906520.0, 19062500.0, 5718750.0, 5718750.0, 3812500.0, 4289130.0, 4289130.0, 17156520.0, 17156520.0, 5718840.0, 17156520.0, 7625120.0, 8578260.0]",0.0296483283586012,24.0
Healing Nanobots CLASS8 T1,COUNTERMEASURES,1,"['Copper Ore', 'Carbon', 'Hydrogen', 'Living Metal Symbionts', 'Quantum Particle', 'Silicon Crystal', 'Argon', 'Boron Ore', 'Emerald Crystals', 'Cobalt Ore', 'Neon', 'Viscovite Crystals', 'Cinnabar Crystals', 'Neural Coral Compounds', 'Amber Resin', 'Nitrogen', 'Silica', 'Oxygen', 'Platinum Ore', 'Titanium Ore', 'Lumanite', 'Quartz Crystals', 'Opal Fragments', 'Plasma Containment Minerals', 'Iridium Ore', 'Phase Shift Crystals', 'Quantum Computational Substrate', 'Rhodium Ore', 'Ochre Ore', 'Gold Ore', 'Silver Ore', 'Zirconium Ore', 'Lunar Echo Crystals', 'Black Opal', 'Palladium', 'Dysprosium', 'Abyssal Energy Crystals', 'Fluorine Gas', 'Germanium', 'Raw Chisenic', 'Garnet Crystals', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Abyssal Chromite', 'Iron Ore', 'Manganese Ore', 'Tenon Gas', 'Zinc Ore', 'Tin Ore', 'Lithium Ore', 'Osmium Ore', 'Rhenium Ore', 'Glowstone Crystals', 'Jasphorus Crystals', 'Beryllium Crystals', 'Biolumite', 'Topaz Crystals']","[25508888.0, 37967240.0, 15797820.0, 66269325.0, 3748000.0, 14793356.0, 13125496.0, 26738232.0, 23402512.0, 93969856.0, 23252592.0, 22985547.0, 22915272.0, 47539632.0, 12827530.0, 9669840.0, 19307822.0, 18740000.0, 79997312.0, 58626216.0, 4685000.0, 9694202.0, 1035385.0, 655900.0, 5157248.0, 796450.0, 1672545.0, 9984672.0, 5037312.0, 7136192.0, 1071928.0, 5037312.0, 899520.0, 1307115.0, 505980.0, 459130.0, 623105.0, 205203.0, 8208120.0, 24624360.0, 721490.0, 1251832.0, 1517940.0, 1096290.0, 266108.0, 367304.0, 839552.0, 337320.0, 269856.0, 138676.0, 98385.0, 84330.0, 84330.0, 70275.0, 337320.0, 126495.0, 337320.0, 350438.0]",0.0294689605829643,58.0
Salvage Rig L T1,SHIP_COMPONENTS,1,"['Quartz Crystals', 'Silica', 'Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Carbon', 'Lumanite', 'Neodymium', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Silicon Crystal', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Tantalum Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Boron Ore', 'Lithium Ore', 'Amber Resin']","[796960.0, 1031360.0, 1125120.0, 1453280.0, 31597120.0, 12552120.0, 7032000.0, 2203360.0, 703200.0, 22502400.0, 14767200.0, 4922400.0, 28128000.0, 8848600.0, 36332000.0, 94932000.0, 7032000.0, 14064000.0, 21096000.0, 351600.0, 14064000.0, 42192000.0, 42192000.0, 937600.0, 6750720.0, 937600.0, 6750720.0, 843840.0, 6000640.0, 562560.0, 3000320.0, 656320.0, 656320.0, 4219200.0, 2109600.0, 937600.0, 703200.0, 351600.0]",0.0291981102167054,38.0
Mining Rig M T2,SHIP_COMPONENTS,2,"['Quartz Crystals', 'Silica', 'Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Carbon', 'Lumanite', 'Neodymium', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Silicon Crystal', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Tantalum Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals']","[1177600.0, 1177600.0, 1843200.0, 2380800.0, 35891200.0, 12083200.0, 11136000.0, 3609600.0, 1152000.0, 20480000.0, 15360000.0, 5120000.0, 30720000.0, 7936000.0, 31744000.0, 95232000.0, 7680000.0, 15360000.0, 23040000.0, 384000.0, 15360000.0, 46080000.0, 46080000.0, 11468800.0, 2048000.0, 11468800.0, 1024000.0, 921600.0, 6553600.0, 614400.0, 3276800.0, 716800.0, 716800.0]",0.029106130282807,33.0
Salvage Rig M T2,SHIP_COMPONENTS,2,"['Quartz Crystals', 'Silica', 'Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Carbon', 'Lumanite', 'Neodymium', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Silicon Crystal', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Tantalum Ore', 'Gold Ore', 'Silver Ore', 'Platinum Ore', 'Black Opal', 'Rhodium Ore', 'Palladium', 'Iridium Ore', 'Dysprosium', 'Abyssal Energy Crystals']","[870400.0, 870400.0, 1228800.0, 1587200.0, 34508800.0, 10700800.0, 7424000.0, 2406400.0, 768000.0, 20480000.0, 15360000.0, 5120000.0, 30720000.0, 7936000.0, 31744000.0, 95232000.0, 7680000.0, 15360000.0, 23040000.0, 384000.0, 15360000.0, 46080000.0, 46080000.0, 1024000.0, 7372800.0, 1024000.0, 7372800.0, 921600.0, 6553600.0, 614400.0, 3276800.0, 716800.0, 716800.0]",0.029106130282807,33.0
Cargo M T4,SHIP_MODULES,4,"['Titanium Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Abyssal Chromite', 'Boron Ore', 'Tenon Gas', 'Thermoplastic Resin', 'Zinc Ore', 'Iron Ore', 'Manganese Ore', 'Nitrogen', 'Copper Ore', 'Neodymium', 'Silicon Crystal', 'Quartz Crystals', 'Tantalum Ore', 'Bathysphere Pearls', 'Raw Chisenic']","[95232000.0, 27617280.0, 28569600.0, 14284800.0, 7936000.0, 6348800.0, 15951360.0, 1587200.0, 3174400.0, 16983040.0, 25395200.0, 2142720.0, 9562880.0, 5555200.0, 3214080.0, 2142720.0, 2142720.0, 11705600.0, 5356800.0]",0.029106130282807,19.0
Shockwave TTN T3,MISSILES,3,"['Diamond', 'Hydrogen', 'Copper Ore', 'Iron Ore', 'Cinnabar Crystals', 'Vanadium Ore', 'Tungsten Ore', 'Carbon', 'Abyssal Chromite', 'Manganese Ore', 'Quartz Crystals', 'Neodymium', 'Silicon Crystal', 'Lumanite', 'Titanium Ore', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore', 'Lithium Ore', 'Amber Resin', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Ochre Ore', 'Zirconium Ore']","[2942274.0, 3513043.0, 17710174.0, 20108728.0, 2942274.0, 52309782.0, 30568302.0, 6302490.0, 11976136.0, 47566560.0, 2827397.0, 2009750.0, 92393264.0, 2492090.0, 85106064.0, 4823400.0, 1607800.0, 964680.0, 23243648.0, 5144960.0, 23243648.0, 1607800.0, 2250920.0, 2733260.0, 4019500.0, 4019500.0, 4435111.0, 2179092.0, 87163680.0, 261491040.0, 261491040.0, 33024384.0, 9405372.0, 2652784.0, 1929360.0, 2090140.0, 1607800.0, 643120.0, 643120.0, 5758384.0, 868212.0, 11399304.0, 3496836.0, 3496836.0, 1712736.0, 18098688.0, 4524672.0, 18098688.0, 18098688.0]",0.029104554520665,49.0
Passenger CAP T1,SHIP_MODULES,1,"['Iron Ore', 'Carbon', 'Hydrogen', 'Amber Resin', 'Nitrogen', 'Silica', 'Oxygen', 'Platinum Ore', 'Titanium Ore', 'Lumanite', 'Silicon Crystal', 'Argon', 'Boron Ore', 'Copper Ore', 'Quartz Crystals', 'Tenon Gas', 'Abyssal Chromite', 'Manganese Ore', 'Aluminum Ore', 'Vanadium Ore', 'Tungsten Ore', 'Lithium Ore', 'Zinc Ore', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Rhodium Ore', 'Ochre Ore', 'Zirconium Ore', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic']","[15219228.0, 37064664.0, 10152672.0, 20286600.0, 18812250.0, 23179374.0, 14930400.0, 68679552.0, 95739552.0, 3732600.0, 39228528.0, 10152672.0, 26277312.0, 12952032.0, 8174376.0, 16460604.0, 8724672.0, 38631168.0, 24634368.0, 26873856.0, 13436928.0, 3639168.0, 2239488.0, 1119744.0, 8957952.0, 2239488.0, 8957952.0, 8957952.0, 8957952.0, 839808.0, 33592320.0, 100776960.0, 100776960.0]",0.0289518275486842,33.0
Maneuvering Thrusters M T5,SHIP_COMPONENTS,5,"['Copper Ore', 'Silicon Crystal', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Thermal Bloom Sediment', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Hydrogen', 'Carbon', 'Lumanite', 'Neodymium', 'Tantalum Ore']","[47339520.0, 14602240.0, 24258560.0, 4474880.0, 17899520.0, 50872320.0, 8478720.0, 10598400.0, 2119680.0, 12718080.0, 6123520.0, 4710400.0, 1884160.0, 2590720.0, 8243200.0, 7536640.0, 9891840.0, 2355200.0]",0.0285398965952044,18.0
Heat CLASS8 T3,MISSILES,3,"['Thermal Regulator Stone', 'Tungsten Ore', 'Radiant Dust', 'Carbon', 'Hydrogen', 'Aluminum Ore', 'Tenon Gas', 'Nitrogen', 'Copper Ore', 'Thermal Bloom Sediment', 'Silicon Crystal', 'Black Opal', 'Topaz Crystals', 'Palladium', 'Rhodium Ore', 'Iridium Ore', 'Platinum Ore', 'Abyssal Energy Crystals', 'Quantum Computational Substrate', 'Lunar Echo Crystals', 'Living Metal Symbionts', 'Quantum Particle', 'Quartz Crystals', 'Silica', 'Fluorine Gas', 'Germanium', 'Neural Coral Compounds', 'Raw Chisenic', 'Iron Ore', 'Abyssal Chromite', 'Manganese Ore', 'Titanium Ore', 'Fusion Catalyst Deposits', 'Plasma Containment Minerals', 'Tritium Ore', 'Lumanite', 'Neodymium', 'Thermoplastic Resin', 'Zinc Ore', 'Argon', 'Boron Ore', 'Vanadium Ore', 'Lithium Ore', 'Amber Resin', 'Tin Ore', 'Gold Ore', 'Silver Ore', 'Ochre Ore', 'Zirconium Ore']","[20740080.0, 72939960.0, 41178120.0, 3870852.0, 1026936.0, 18319776.0, 5813388.0, 1635756.0, 10761888.0, 2416320.0, 50754468.0, 3020400.0, 1006800.0, 604080.0, 12482112.0, 3221760.0, 12482112.0, 1006800.0, 1409520.0, 1711560.0, 2517000.0, 2517000.0, 1187886.0, 2420922.0, 1170198.0, 46807920.0, 140423760.0, 140423760.0, 8241738.0, 5473314.0, 21792600.0, 44240616.0, 1308840.0, 1006800.0, 402720.0, 1107480.0, 805440.0, 402720.0, 3170856.0, 543672.0, 6120144.0, 22647600.0, 1849554.0, 1849554.0, 905904.0, 9260352.0, 2315088.0, 9260352.0, 9260352.0]",0.0285011980993575,49.0
